outcome,ate,se,n_treated,n_control
H5MN1,-0.18458831775653625,0.12322292470678786,137,146
H5MN2,0.136586066846687,0.1119402154182127,136,146
H5ID1,-0.1234734835358965,0.1199754853923909,143,149
