exposure,exposure_group,outcome,outcome_label,outcome_group,n,beta,se,p,d1_pass,beta_L0,beta_L0_L1,beta_full,d4a_rel_shift,d4a_sign_stable,d4a_pass,d4b_beta_levels,d4b_beta_trajectory,d4b_abs_shift,d4b_pct_attenuation,beta_no_ahpvt,se_no_ahpvt,p_no_ahpvt,d1_q
IDGX2,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.07176682521228155,0.01854569071851048,0.00018350044463405715,True,0.08221316198486413,0.06719564861075492,0.07176682521228155,0.22348937296671326,True,True,0.06719564861075492,0.07176682521228155,0.00457117660152663,-0.06802786632816282,0.06719564861075492,0.018758151082889474,0.000505512290474433,0.0011274699994490603
ODGX2,self_network,H4BMI,S27 BMI—W4,cardiometabolic,3234,-0.008641091267448428,0.05466200450832304,0.8746766757574058,False,-0.05328918598555829,-0.016764647958074752,-0.008641091267448428,2.178664181844115,True,False,-0.016764647958074752,-0.008641091267448428,0.008123556690626324,0.4845647049041423,,,,0.9705162251586484
ODGX2,self_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,-0.0447261728744737,0.08852658439363795,0.6143909667193328,False,-0.07810223093534177,-0.036128828033083774,-0.0447261728744737,1.1617703974184341,True,False,-0.036128828033083774,-0.0447261728744737,0.00859734484138993,-0.23796356841459665,,,,0.8711033096601264
ODGX2,self_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,-0.004949663278347866,0.06718951253316202,0.9414066044962289,False,-0.03165906867947832,-0.0018256125575132273,-0.004949663278347866,16.341614215561144,True,False,-0.0018256125575132273,-0.004949663278347866,0.0031240507208346383,-1.7112342418865087,,,,0.9933502241857105
ODGX2,self_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,3250,-0.15332415992473744,0.12258977474252145,0.21364713491423296,False,-0.25369362486900643,-0.17389812390855747,-0.15332415992473744,0.4588634952865196,True,False,-0.17389812390855747,-0.15332415992473744,0.020573963983820026,0.1183104424671001,,,,0.4272942698284659
ODGX2,self_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,3234,0.0016253413595055091,0.009066962232682822,0.8580576448592769,False,-0.004918982797371973,0.0013058290889042454,0.0016253413595055091,4.766942273815953,False,False,0.0013058290889042454,0.0016253413595055091,0.0003195122706012637,-0.24468153858432928,,,,0.944067323210546
ODGX2,self_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2387,-0.017351679224356487,0.008939543119264867,0.05477071897768984,False,-0.023238193325418377,-0.016731018335512878,-0.017351679224356487,0.3889288063293504,True,False,-0.016731018335512878,-0.017351679224356487,0.0006206608888436084,-0.037096420337201286,,,,0.25335027732474347
ODGX2,self_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2380,0.01130224663844264,0.007303959107347557,0.12458458808823519,False,0.015562819758697376,0.00884837421452217,0.01130224663844264,0.7588338130133887,True,False,0.00884837421452217,0.01130224663844264,0.002453872423920469,-0.27732466602656936,,,,0.21357357957983175
ODGX2,self_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2438,-0.01748976997478817,0.0076779859863634935,0.02462933556886077,True,-0.028454614690862964,-0.018416616833183803,-0.01748976997478817,0.5450511322792083,True,False,-0.018416616833183803,-0.01748976997478817,0.0009268468583956344,0.05032666242616313,,,,0.06567822818362871
ODGX2,self_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2439,-0.009903431312327576,0.004042042828341208,0.015829329845017066,True,-0.012963471760632323,-0.009385367418999471,-0.009903431312327576,0.3812428626277795,True,False,-0.009385367418999471,-0.009903431312327576,0.0005180638933281051,-0.05519910624695967,,,,0.05427198804005851
