exposure,exposure_group,outcome,outcome_label,outcome_group,n,beta,se,p,d1_pass,beta_L0,beta_L0_L1,beta_full,d4a_rel_shift,d4a_sign_stable,d4a_pass,d4b_beta_levels,d4b_beta_trajectory,d4b_abs_shift,d4b_pct_attenuation,beta_no_ahpvt,se_no_ahpvt,p_no_ahpvt,d1_q
ODGX2,self_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2437,-0.0053256460051330935,0.010912515843079595,0.6264819408946272,False,-0.01129150891143883,-0.004778708186160335,-0.0053256460051330935,1.3628789353868231,True,False,-0.004778708186160335,-0.0053256460051330935,0.0005469378189727585,-0.11445306925347531,,,,0.9877576717173318
ODGX2,self_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2436,-0.0035643632378121403,0.003067629429722403,0.2477349895949997,False,-0.005554641651994149,-0.004213685658480572,-0.0035643632378121403,0.3182382603255499,True,False,-0.004213685658480572,-0.0035643632378121403,0.0006493224206684319,0.15409844807991047,-0.004213685658480572,0.003058851672130915,0.1710923660343229,0.4573569038676918
ODGX2,self_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.0995821510091713,0.02529603319022526,0.00014386106562635977,True,0.1207564075929721,0.09930797588317308,0.0995821510091713,0.21597894347409888,True,True,0.09930797588317308,0.0995821510091713,0.00027417512599821336,-0.002760857056645305,0.09930797588317308,0.02505300172566702,0.00013019207968547732,0.0011274699994490603
BCENT10X,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,3234,-0.16756405825166343,0.24882753574775124,0.5020709362515106,False,-0.4742532777830027,-0.23912308449813677,-0.16756405825166343,0.9833019416688649,True,False,-0.23912308449813677,-0.16756405825166343,0.07155902624647334,0.2992560354290299,,,,0.8033134980024169
BCENT10X,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,-0.5339649520268337,0.40696828146025843,0.192184232131462,False,-0.8166979380372144,-0.5685337553370223,-0.5339649520268337,0.4364985902254515,True,False,-0.5685337553370223,-0.5339649520268337,0.034568803310188634,0.06080343160925694,,,,0.6888391576744926
BCENT10X,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,-0.2814663554656618,0.3303044454322635,0.39595365742852356,False,-0.4913178221646342,-0.31489029009150354,-0.2814663554656618,0.5602825416492291,True,False,-0.31489029009150354,-0.2814663554656618,0.033423934625841756,0.10614469762192136,,,,0.8271583282639187
BCENT10X,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,3250,-0.9654123348067035,0.5579992810156217,0.08636126488040753,False,-1.7039431854879488,-1.1814571913368694,-0.9654123348067035,0.4422386168388074,True,False,-1.1814571913368694,-0.9654123348067035,0.21604485653016592,0.18286304244820073,,,,0.21228238363079505
BCENT10X,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,3234,-0.027268653900060287,0.04297074188439505,0.5269922607030649,False,-0.07418897013430137,-0.0343647331001962,-0.027268653900060287,1.1588693826892489,True,False,-0.0343647331001962,-0.027268653900060287,0.007096079200135913,0.20649306891009722,,,,0.7439890739337388
BCENT10X,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2387,-0.07252456500649741,0.03867086714262456,0.06333756933118587,False,-0.11020593043180893,-0.07450183331559228,-0.07252456500649741,0.4792378325104148,True,False,-0.07450183331559228,-0.07252456500649741,0.001977268309094865,0.026539861116156582,,,,0.25335027732474347
BCENT10X,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2380,0.057911449028494905,0.031943064376415184,0.07251655329768603,False,0.08847761350539549,0.05133659222823173,0.057911449028494905,0.723480458384198,True,False,0.05133659222823173,0.057911449028494905,0.006574856800263172,-0.12807349523771916,,,,0.20134530828894892
BCENT10X,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2438,-0.11028718536204923,0.03586447719765491,0.0026441502344246135,True,-0.18037660577527254,-0.12062187561312684,-0.11028718536204923,0.49538883273377654,True,False,-0.12062187561312684,-0.11028718536204923,0.01033469025107761,0.0856784078223447,,,,0.013492472468792765
BCENT10X,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2439,-0.05444906881258692,0.017976429400715848,0.0030473667027848487,True,-0.07495824982966395,-0.05322574853998585,-0.05444906881258692,0.40830804424199985,True,False,-0.05322574853998585,-0.05444906881258692,0.0012233202726010667,-0.022983618007401896,,,,0.018284200216709092
BCENT10X,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2437,-0.015817291454692253,0.05056777499447192,0.7550189333503385,False,-0.05291287128592482,-0.015145122669005046,-0.015817291454692253,2.4937235202599326,True,False,-0.015145122669005046,-0.015817291454692253,0.000672168785687207,-0.04438186473476513,,,,0.9877576717173318
BCENT10X,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2436,-0.010893357150587837,0.01432964458251566,0.4487339762321662,False,-0.021995173734341875,-0.014126477855074801,-0.010893357150587837,0.5570175354389786,True,False,-0.014126477855074801,-0.010893357150587837,0.0032331207044869643,0.2288695552887231,-0.014126477855074801,0.014667134644157719,0.33755305683569126,0.6335067899748229
BCENT10X,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.46062773456787803,0.11882797275778932,0.00017911039424326353,True,0.5865881064541697,0.4662304215444795,0.46062773456787803,0.2581506468646593,True,True,0.4662304215444795,0.46062773456787803,0.00560268697660149,0.012016991422484802,0.4662304215444795,0.12086376937216033,0.00019179572739771796,0.0011274699994490603
REACH,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,3234,-0.00016097763417806247,0.00036775570918952985,0.6624251490038106,False,-0.0004195032570944991,-0.00025251827774628986,-0.00016097763417806247,0.6612787828213464,True,False,-0.00025251827774628986,-0.00016097763417806247,9.154064356822739e-05,0.3625109611281291,,,,0.9540693851989361
REACH,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,8.853291251547692e-05,0.0007106314454727954,0.9010766656211578,False,-4.434479539747313e-06,0.00010133268580411015,8.853291251547692e-05,1.0437615908880553,False,False,0.00010133268580411015,8.853291251547692e-05,1.2799773288633238e-05,0.12631435935071278,,,,0.9402539119525125
REACH,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,0.0005514933657694335,0.00044952658435550393,0.2224586933708942,False,0.0005878285492326458,0.0006557744082919526,0.0005514933657694335,0.10361163564811926,True,True,0.0006557744082919526,0.0005514933657694335,0.00010428104252251905,0.1590196890941996,,,,0.7320406064578795
REACH,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,3250,-0.00148005339005929,0.0008039150269331746,0.0682598557611909,False,-0.0021447250859363103,-0.0017591449329020731,-0.00148005339005929,0.21918612038301075,True,True,-0.0017591449329020731,-0.00148005339005929,0.00027909154284278307,0.158651818632342,,,,0.2047795672835727
REACH,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,3234,-1.4998858679189989e-05,5.964381803810037e-05,0.8019086309372632,False,-6.103296297636593e-05,-3.378082481478244e-05,-1.4998858679189989e-05,0.806733947764887,True,False,-3.378082481478244e-05,-1.4998858679189989e-05,1.878196613559245e-05,0.5559948946946225,,,,0.944067323210546
REACH,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2387,-0.00011201168121208703,5.593487525758656e-05,0.04764299104969479,True,-0.000111410653994012,-0.00011073063553580349,-0.00011201168121208703,0.00614119529720063,True,True,-0.00011073063553580349,-0.00011201168121208703,1.2810456762835462e-06,-0.011569026675272154,,,,0.25335027732474347
REACH,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2380,0.00011947918745437784,6.765600963419286e-05,0.08012395248341761,False,0.00012868629293332314,0.00012729198454197835,0.00011947918745437784,0.010953622856629867,True,True,0.00012729198454197835,0.00011947918745437784,7.812797087600513e-06,0.06137697605793868,,,,0.20134530828894892
REACH,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2438,-0.00010976951257769952,4.9305876575260684e-05,0.027995647895714373,True,-0.00014338448715016283,-0.0001253393624307465,-0.00010976951257769952,0.1439701333201433,True,True,-0.0001253393624307465,-0.00010976951257769952,1.556984985304697e-05,0.12422154980762523,,,,0.06718955494971449
REACH,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2439,-2.2634431912005588e-05,2.7413304229271627e-05,0.410744769578285,False,-3.856138043726136e-05,-2.870701694921972e-05,-2.2634431912005588e-05,0.34327368480929843,True,False,-2.870701694921972e-05,-2.2634431912005588e-05,6.072585037214131e-06,0.21153660960161824,,,,0.5188354984146757
REACH,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2437,6.3969609369796034e-06,6.653911151355125e-05,0.9235824991154835,False,2.942806640011407e-05,3.200951744512029e-05,6.3969609369796034e-06,0.08064635930335631,True,True,3.200951744512029e-05,6.3969609369796034e-06,2.561255650814069e-05,0.8001544088270911,,,,0.9877576717173318
REACH,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2436,-4.521497982398691e-05,1.8785524004363664e-05,0.017723366888992325,True,-5.603868220373884e-05,-5.366717219818873e-05,-4.521497982398691e-05,0.044189211177222174,True,True,-5.366717219818873e-05,-4.521497982398691e-05,8.45219237420182e-06,0.1574927842851217,-5.366717219818873e-05,2.134875337725519e-05,0.01336419543793463,0.14063764568134562
REACH,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.000599611022598484,0.00021014798054745927,0.005155364831748332,True,0.0007937634440409681,0.0007891266008168783,0.000599611022598484,0.005875918033037988,True,True,0.0007891266008168783,0.000599611022598484,0.0001895155782183943,0.24015864884318172,0.0007891266008168783,0.00021867466087006015,0.000461506350316815,0.017675536565994278
REACH3,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,3234,0.006899875375224978,0.003692934348434167,0.06431965652827164,False,0.004377143144248072,0.006304206272248192,0.006899875375224978,0.30567894589415057,True,False,0.006304206272248192,0.006899875375224978,0.000595669102976786,-0.09448756548449033,,,,0.1929589695848149
REACH3,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,-0.0025685877788712355,0.005318842460524004,0.6300935162039101,False,-0.003924076665350758,-0.0023493590312601985,-0.0025685877788712355,0.6702754296544788,True,False,-0.0023493590312601985,-0.0025685877788712355,0.000219228747611037,-0.0933142804884286,,,,0.8711033096601264
REACH3,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,0.0017914138762520244,0.004573879407810351,0.6960523108046598,False,0.0013215606920597145,0.002356435536310342,0.0017914138762520244,0.4391695967507828,True,False,0.002356435536310342,0.0017914138762520244,0.0005650216600583177,0.23977811035009977,,,,0.9933502241857105
REACH3,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,3250,0.0042471190234659555,0.00826038592315022,0.6081565998985579,False,-0.0014905837185019422,0.002707111396777564,0.0042471190234659555,1.5506177988376366,False,False,0.002707111396777564,0.0042471190234659555,0.0015400076266883916,-0.5688748636356651,,,,0.6950361141697804
REACH3,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,3234,0.0013097782103832902,0.0005742709174433009,0.024453909964239094,True,0.0009526599693183112,0.0012779218379739376,0.0013097782103832902,0.25452407102715147,True,True,0.0012779218379739376,0.0013097782103832902,3.1856372409352516e-05,-0.024928263578200216,,,,0.11737876782834765
REACH3,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2387,-0.0007618104679134603,0.0005230509365710563,0.14805916794393062,False,-0.0008786119457601274,-0.0006095655872047046,-0.0007618104679134603,0.44137392957039007,True,False,-0.0006095655872047046,-0.0007618104679134603,0.00015224488070875565,-0.24975963851061156,,,,0.39482444785048165
REACH3,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2380,0.0004086450141832991,0.00043440943876996857,0.3488877509784009,False,0.0005685051350700875,0.000297515767976563,0.0004086450141832991,0.910840352888025,True,False,0.000297515767976563,0.0004086450141832991,0.00011112924620673606,-0.3735238873641491,,,,0.4925474131459778
REACH3,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2438,-3.963529712844283e-05,0.0004326573249467843,0.9271723640848349,False,-0.0006087341371460725,-0.00019917812813139134,-3.963529712844283e-05,2.0562298323464026,True,False,-0.00019917812813139134,-3.963529712844283e-05,0.0001595428310029485,0.801005775582464,,,,0.9271723640848349
REACH3,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2439,-0.0004143780798109132,0.0002402513301029727,0.08732763452022518,False,-0.0005705659793843365,-0.0004229715104610823,-0.0004143780798109132,0.3489465963378032,True,False,-0.0004229715104610823,-0.0004143780798109132,8.593430650169107e-06,0.020316807249739832,,,,0.18361822572549857
REACH3,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2437,-3.155326069590776e-05,0.0006288120344107615,0.9600689971152668,False,-0.0001416096789617971,0.00011858215985866558,-3.155326069590776e-05,2.1941904172649354,False,False,0.00011858215985866558,-3.155326069590776e-05,0.00015013542055457334,0.7339122450331894,,,,0.9877576717173318
REACH3,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2436,-0.00026164114761701937,0.00019257288810526122,0.1769843269727032,False,-0.00033623173530058505,-0.0002821008915730648,-0.00026164114761701937,0.1918846956692451,True,True,-0.0002821008915730648,-0.00026164114761701937,2.0459743956045438e-05,0.07252633567358402,-0.0002821008915730648,0.00020079287031806058,0.16280818219688,0.38614762248589785
REACH3,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.006300174585411748,0.001713941430609176,0.00036553447309385406,True,0.007973701680446966,0.007084720465703272,0.006300174585411748,0.12547865777446002,True,True,0.007084720465703272,0.006300174585411748,0.0007845458802915239,0.110737732573849,0.007084720465703272,0.0017633335436638385,0.00010672204793353716,0.0017545654708504995
INFLDMN,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,3234,-0.0008762729794298869,0.00044472758786828575,0.051265101711346336,False,-0.0011237782482174398,-0.000921946646997061,-0.0008762729794298869,0.21891896009143175,True,True,-0.000921946646997061,-0.0008762729794298869,4.567366756717405e-05,0.04954046713651061,,,,0.1757660630103303
INFLDMN,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,2.4174499155389835e-05,0.0006970538816804347,0.9723958757875506,False,-1.1698960153794452e-05,0.00013182932465315622,2.4174499155389835e-05,1.0887432305716083,False,False,0.00013182932465315622,2.4174499155389835e-05,0.00010765482549776639,0.8166227490052529,,,,0.9723958757875506
INFLDMN,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,3197,0.0005487048658261301,0.0004964650695034359,0.2714313227574386,False,0.000589939804790308,0.0006993086748419244,0.0005487048658261301,0.15639570047710147,True,True,0.0006993086748419244,0.0005487048658261301,0.00015060380901579427,0.21536099069532866,,,,0.7320406064578795
INFLDMN,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,3250,-0.002861072262135107,0.0010141823249794435,0.00566366834571636,True,-0.0033785622986392773,-0.002933797761359291,-0.002861072262135107,0.15160027154493347,True,True,-0.002933797761359291,-0.002861072262135107,7.272549922418374e-05,0.024788859062489843,,,,0.027185608059438527
INFLDMN,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,3234,-0.00013590175461995562,7.358534243149896e-05,0.06740733711397928,False,-0.00017550801848340616,-0.0001432515490409691,-0.00013590175461995562,0.22517361702812647,True,True,-0.0001432515490409691,-0.00013590175461995562,7.349794421013483e-06,0.05130691060737835,,,,0.2311108701050718
INFLDMN,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2387,-8.320409077029906e-05,6.534031744721323e-05,0.20551415048475472,False,-8.321855309632125e-05,-8.488849679325862e-05,-8.320409077029906e-05,0.01967220247761514,True,True,-8.488849679325862e-05,-8.320409077029906e-05,1.6844060229595633e-06,0.019842570979456076,,,,0.4064453555837612
INFLDMN,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2380,0.00012020598481506654,7.752837560365352e-05,0.12384819851734771,False,0.00013703578681095504,0.00013726657180302326,0.00012020598481506654,0.0016812905650429792,True,True,0.00013726657180302326,0.00012020598481506654,1.7060586987956725e-05,0.12428799498568788,,,,0.21357357957983175
INFLDMN,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2438,-0.00016270784209258886,4.9710942696606584e-05,0.0014151458420870117,True,-0.00020935761673757092,-0.0001875093721734019,-0.00016270784209258886,0.1165181468580918,True,True,-0.0001875093721734019,-0.00016270784209258886,2.4801530080813033e-05,0.1322682156808539,,,,0.011321166736696094
INFLDMN,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2439,-4.774837009703945e-05,2.8078756497373822e-05,0.09180911286274929,False,-6.505868856666678e-05,-5.2936863243251156e-05,-4.774837009703945e-05,0.22898646766648034,True,True,-5.2936863243251156e-05,-4.774837009703945e-05,5.188493146211704e-06,0.09801285584999553,,,,0.18361822572549857
INFLDMN,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2437,-2.1468830704583333e-05,8.874903701025073e-05,0.8092961909911953,False,3.1568326976035054e-06,5.432012195808624e-06,-2.1468830704583333e-05,0.418846537193098,True,False,5.432012195808624e-06,-2.1468830704583333e-05,2.6900842900391957e-05,-2.9522795477426986,,,,0.9877576717173318
INFLDMN,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2436,-5.032193284800049e-05,2.0963990352487544e-05,0.01802545402905718,True,-6.492698720285373e-05,-6.223204804144635e-05,-5.032193284800049e-05,0.043304683779851916,True,True,-6.223204804144635e-05,-5.032193284800049e-05,1.191011519344586e-05,0.19138234347540295,-6.223204804144635e-05,2.2412529855616713e-05,0.00643936252552132,0.14063764568134562
INFLDMN,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2413,0.000552115915919068,0.00022418909667344702,0.01531122140726928,True,0.0008177351313359113,0.0008181552518103348,0.000552115915919068,0.0005134972531116948,True,True,0.0008181552518103348,0.000552115915919068,0.00026603933589126687,0.32516974657633835,0.0008181552518103348,0.00023046721682767305,0.000564445171295056,0.03340630125222388
PRXPREST,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,2972,-3.2190237975031692,1.4116441685982557,0.024480285388465774,True,-3.3551688396355095,-2.6881375262233105,-3.2190237975031692,0.24813883475275253,True,True,-2.6881375262233105,-3.2190237975031692,0.5308862712798588,-0.1974922287646963,,,,0.11750536986463571
PRXPREST,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,2940,3.7943769172122828,3.154304881231917,0.23154395162564528,False,4.022571632203,4.77472880512812,3.7943769172122828,0.15752877359595657,True,True,4.77472880512812,3.7943769172122828,0.9803518879158375,0.2053209570484772,,,,0.6888391576744926
PRXPREST,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,2940,-0.3707344692205652,2.241298418808072,0.8689190272674796,False,-0.7513475136350052,-0.23558335809058661,-0.3707344692205652,2.1893064082484837,True,False,-0.23558335809058661,-0.3707344692205652,0.13515111112997857,-0.5736870049963809,,,,0.9933502241857105
PRXPREST,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,2986,-9.852897346181308,3.2674229123121505,0.0031747392464141553,True,-10.333766495271714,-8.8498151039786,-9.852897346181308,0.16768162654900853,True,True,-8.8498151039786,-9.852897346181308,1.0030822422027086,-0.1133449942645417,,,,0.01904843547848493
PRXPREST,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,2972,-0.4031655259479354,0.2391207385881854,0.09457331242214208,False,-0.4128046987972224,-0.29264921124320425,-0.4031655259479354,0.41057854570523244,True,False,-0.29264921124320425,-0.4031655259479354,0.11051631470473117,-0.3776409108886587,,,,0.28371993726642625
PRXPREST,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2202,-0.344615400359252,0.2280424519104954,0.13355650844355937,False,-0.4900733541764402,-0.34375351045065666,-0.344615400359252,0.4256533803362765,True,False,-0.34375351045065666,-0.344615400359252,0.0008618899085953147,-0.0025072904927294637,,,,0.39482444785048165
PRXPREST,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2196,-0.014417679071180745,0.2589323210401224,0.9556949340247096,False,0.07309598733173905,-0.06444186988070094,-0.014417679071180745,2.134293394450831,False,False,-0.06444186988070094,-0.014417679071180745,0.0500241908095202,0.7762684556194334,,,,0.9556949340247096
PRXPREST,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2251,-0.6180264395129835,0.21676060325095695,0.0051869732692732505,True,-0.7050486509089997,-0.488322798515462,-0.6180264395129835,0.44381678072865033,True,False,-0.488322798515462,-0.6180264395129835,0.12970364099752152,-0.2656104556081149,,,,0.020747893077093002
PRXPREST,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2252,-0.3562209740024689,0.1256626419595215,0.005442521062511808,True,-0.3880146036701174,-0.31449303318312843,-0.3562209740024689,0.23377805779302455,True,True,-0.31449303318312843,-0.3562209740024689,0.04172794081934045,-0.13268319618082725,,,,0.02612410110005668
PRXPREST,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2250,-0.2741317836684644,0.42325445600322653,0.5185199268545341,False,-0.3872446101269694,-0.23757734091434426,-0.2741317836684644,0.629972827528977,True,False,-0.23757734091434426,-0.2741317836684644,0.03655444275412015,-0.153863338201514,,,,0.9877576717173318
PRXPREST,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2249,-0.132889000492775,0.11130957248820238,0.23505192101192005,False,-0.13626608394198153,-0.11007631114227978,-0.132889000492775,0.23792378694313263,True,True,-0.11007631114227978,-0.132889000492775,0.022812689350495213,-0.2072443118211742,-0.11007631114227978,0.10944373267581427,0.31668946586187824,0.4573569038676918
PRXPREST,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2228,1.5551095384888542,1.1206449920584733,0.1679856977020514,False,1.5265711118006509,1.0844936876633333,1.5551095384888542,0.40763485225056895,True,False,1.0844936876633333,1.5551095384888542,0.47061585082552093,-0.4339498294725137,1.0844936876633333,1.1163331173104571,0.33340341560158787,0.23715627910877848
IGDMEAN,peer_network,H4BMI,S27 BMI—W4,cardiometabolic,2748,-0.11712611776124254,0.1346860270497519,0.38636614203155417,False,-0.1708462903234621,-0.1506541230977571,-0.11712611776124254,0.13402996752105226,True,True,-0.1506541230977571,-0.11712611776124254,0.033528005336514566,0.22254953695995938,,,,0.713291339135177
IGDMEAN,peer_network,H4SBP,S27 SYSTOLIC BLOOD PRESSURE—W4,cardiometabolic,2721,-0.05316576939107187,0.1424245013096969,0.7096375538114152,False,-0.12898308252489188,-0.12233753232700828,-0.05316576939107187,0.05432143408058975,True,True,-0.12233753232700828,-0.05316576939107187,0.06917176293593641,0.5654173467471966,,,,0.8863171438037297
IGDMEAN,peer_network,H4DBP,S27 DIASTOLIC BLOOD PRESSURE—W4,cardiometabolic,2721,0.1540928245810662,0.1393070402881049,0.27103703892662573,False,0.12160946811702478,0.126795453915219,0.1540928245810662,0.04090040800407393,True,True,0.126795453915219,0.1540928245810662,0.027297370665847226,-0.21528666701330978,,,,0.7320406064578795
IGDMEAN,peer_network,H4WAIST,S27 MEASURED WAIST (CM)—W4,cardiometabolic,2765,-0.3753786491201383,0.2805377405484685,0.18358454482586742,False,-0.4846402572948255,-0.4316551537666071,-0.3753786491201383,0.12274868738591978,True,True,-0.4316551537666071,-0.3753786491201383,0.05627650464646883,0.13037375820814856,,,,0.40054809780189254
IGDMEAN,peer_network,H4BMICLS,S27 BMI CLASS—W4,cardiometabolic,2748,-0.021124498711768268,0.02497755476921229,0.3995014646047557,False,-0.03397148849120456,-0.03086761769467402,-0.021124498711768268,0.10055427105623664,True,True,-0.03086761769467402,-0.021124498711768268,0.009743118982905752,0.31564207770354935,,,,0.6591174052798526
IGDMEAN,peer_network,H5MN1,S13Q1 LAST MO NO CNTRL IMPORT THINGS—W5,mental_health,2060,-0.021793510783686326,0.019008590810371845,0.25402834723985074,False,-0.02264236019363606,-0.028310997683157695,-0.021793510783686326,0.2002274011309014,True,True,-0.028310997683157695,-0.021793510783686326,0.006517486899471368,0.23021042820220505,,,,0.4064453555837612
IGDMEAN,peer_network,H5MN2,S13Q2 LAST MO CONFID HANDLE PERS PBMS—W5,mental_health,2057,0.03894226175705464,0.020105579225262193,0.05527790011606596,False,0.04265718324104652,0.04816854809909689,0.03894226175705464,0.11441833054033249,True,True,0.04816854809909689,0.03894226175705464,0.009226286342042249,0.19154171562449962,,,,0.20134530828894892
IGDMEAN,peer_network,H5ID1,S5Q1 HOW IS GEN PHYSICAL HEALTH—W5,functional,2099,-0.02613289213361035,0.01766375248306871,0.14182351326098616,False,-0.030845230777686545,-0.03336633339282398,-0.02613289213361035,0.07555827562640259,True,True,-0.03336633339282398,-0.02613289213361035,0.00723344125921363,0.21678861665900961,,,,0.26182802448182063
IGDMEAN,peer_network,H5ID4,S5Q4 LIMIT CLIMB SEV. FLIGHT STAIRS—W5,functional,2100,-0.009120540402105368,0.00960960656490265,0.34460990955765974,False,-0.011793314482260718,-0.01207218789077366,-0.009120540402105368,0.023100486095488464,True,True,-0.01207218789077366,-0.009120540402105368,0.0029516474886682915,0.24449979700234203,,,,0.460629644911317
IGDMEAN,peer_network,H5ID16,S5Q16 HOW OFTEN TROUBLE SLEEPING—W5,functional,2099,0.007119383285665963,0.0220982521335191,0.747924845606461,False,0.011125590764760915,0.006732113236038809,0.007119383285665963,0.6526149181809127,True,False,0.006732113236038809,0.007119383285665963,0.00038727004962715427,-0.057525777723701044,,,,0.9877576717173318
IGDMEAN,peer_network,H5LM5,S3Q5 CURRENTLY WORK—W5,ses,2098,-0.009955752787236018,0.006755097680984744,0.1433370141302059,False,-0.012634666387509824,-0.013092332438799066,-0.009955752787236018,0.03495680035842593,True,True,-0.013092332438799066,-0.009955752787236018,0.0031365796515630488,0.23957378612445013,-0.013092332438799066,0.006467194272720373,0.04530608627451097,0.38614762248589785
IGDMEAN,peer_network,H5EC1,S4Q1 INCOME PERS EARNINGS [W4–W5]—W5,ses,2080,0.1276039222694243,0.07079876081305267,0.07418040408055124,False,0.15469076307232546,0.1687347683402471,0.1276039222694243,0.08323124751386411,True,True,0.1687347683402471,0.1276039222694243,0.04113084607082279,0.2437603493068129,0.1687347683402471,0.06977565734435669,0.017207561795695644,0.12716640699523069
IDG_ZERO,isolation,H4BMI,S27 BMI—W4,cardiometabolic,3234,2.1236515580422917,0.5908938600711497,0.0004855021013768288,True,2.2161447894826654,2.0110770734860117,2.1236515580422917,0.1019690984001862,True,True,2.0110770734860117,2.1236515580422917,0.11257448455627994,-0.05597721044133963,,,,0.0038840168110146306
