exposure,outcome,outcome_group,beta,p,rr_proxy_unit_exposure,evalue_unit_exposure
FRIEND_DISCLOSURE_ANY,H5EC1,ses,0.43582122738381446,0.0115033993352993,1.5462323460376521,2.4652547189402108
FRIEND_CONTACT_SUM,H5EC1,ses,0.02960922740865645,0.03916379963443123,1.0300519392316365,1.2059924356593166
