label,exposure,outcome,binarisation,eta_1,eta_0,ate_perturbed,ate_baseline,ate_shift
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,0.9,0.8,0.21639678712627333,-0.19323636671841765,0.409633153844691
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,0.9,0.9,0.08013207829457565,-0.19323636671841765,0.2733684450129933
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,0.9,1.0,-0.05613263053712204,-0.19323636671841765,0.13710373618129562
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,0.9,1.1,-0.19239733936881986,-0.19323636671841765,0.0008390273495977874
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,0.9,1.2,-0.3286620482005174,-0.19323636671841765,-0.13542568148209977
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.0,0.8,0.07929305094497775,-0.19323636671841765,0.2725294176633954
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.0,0.9,-0.056971657886719956,-0.19323636671841765,0.1362647088316977
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.0,1.0,-0.19323636671841765,-0.19323636671841765,0.0
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.0,1.1,-0.3295010755501155,-0.19323636671841765,-0.13626470883169783
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.0,1.2,-0.46576578438181293,-0.19323636671841765,-0.2725294176633953
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.1,0.8,-0.032882733203355115,-0.19323636671841765,0.16035363351506254
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.1,0.9,-0.1691474420350528,-0.19323636671841765,0.02408892468336485
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.1,1.0,-0.3054121508667505,-0.19323636671841765,-0.11217578414833285
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.1,1.1,-0.44167685969844833,-0.19323636671841765,-0.24844049298003068
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.1,1.2,-0.577941568530146,-0.19323636671841765,-0.38470520181172835
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.2,0.8,-0.1263625533269656,-0.19323636671841765,0.06687381339145204
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.2,0.9,-0.2626272621586633,-0.19323636671841765,-0.06939089544024563
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.2,1.0,-0.39889197099036094,-0.19323636671841765,-0.2056556042719433
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.2,1.1,-0.5351566798220588,-0.19323636671841765,-0.3419203131036412
IDGX2 x CESD_SUM -> H5ID1 [high-CESD],IDGX2,H5ID1,top-quintile-vs-bottom,1.2,1.2,-0.6714213886537563,-0.19323636671841765,-0.4781850219353387
