outcome,spec,beta_inter,rr_proxy,evalue
H5MN1,conservative,0.0008112462872473092,1.0008115754365177,1.0293112963335163
H5MN1,clean,0.0008112462872476903,1.000811575436518,1.0293112963335247
H5MN2,conservative,0.00013167544667282063,1.000131684116265,1.0116078096371695
H5MN2,clean,0.00013167544667318676,1.0001316841162653,1.0116078096371792
H5ID1,conservative,-0.0005586716516401669,1.0005588277377129,1.0242049696249915
H5ID1,clean,-0.0005586716516397829,1.0005588277377127,1.0242049696249866
