outcome,beta_inter,rr_proxy,evalue
H4BMI,-0.009642204041485703,1.0096888398610535,1.1085964405745814
H4WAIST,-0.02360644020588036,1.0238872777193995,1.1802774300827859
H4BMICLS,-0.0018378030895393417,1.001839492884649,1.0447682317284783
H5LM5,0.001688228803249584,1.0016896546637757,1.042829776159203
H5EC1,-0.018054392649738772,1.018218358478121,1.154417723615255
